new covid19 cases,new covid19,je,last 24,covid19 outbreak,casos nuevos,confinement,contagios,nous,stay home stay,vous,qu,active cases,il faut,april,pas,new covid 19,new covid,staying home,wearing masks,front lines,covid 19 cases,19 cases,est pas,il est,second,spike,ppe,ministerio salud,ce,est,increase
483,744,2600,609,0,532,0,3067,0,0,0,0,1140,0,0,4278,2106,2211,0,726,0,4990,5004,458,0,2675,0,0,0,2294,6053,0
381,653,2726,625,0,592,0,3502,0,0,1963,1892,1037,393,0,4747,1928,2065,0,581,0,5156,5174,506,381,2192,0,0,482,2708,6449,2008
385,599,1831,639,0,526,0,2584,0,0,0,0,939,0,0,2672,1887,1978,0,526,0,4149,4164,284,0,1739,0,0,424,1515,3999,0
376,549,1583,473,0,488,0,2594,0,0,0,0,980,0,0,2757,1549,1729,0,558,0,4207,4220,356,0,4586,0,0,398,1524,3898,1692
434,659,2053,606,0,662,0,3541,0,0,0,0,1281,0,0,3509,2289,2470,0,814,0,5861,5879,406,0,4027,0,0,519,2016,4888,2813
337,570,2073,481,0,622,0,3054,0,0,0,0,1114,0,0,3213,1758,1878,0,553,0,4938,4949,394,0,2644,0,0,480,1725,4349,1949
411,634,0,630,0,592,0,2998,0,0,0,0,1187,0,0,2933,1856,1986,0,679,0,5349,5376,0,0,3062,0,0,483,0,4287,2276
499,759,2242,510,0,661,0,3590,0,0,0,0,1220,0,0,3405,2235,2402,0,726,0,5948,6042,0,0,2847,0,0,0,0,4987,2918
405,665,2493,599,0,529,0,3599,0,0,0,0,1127,0,2721,3499,2060,2161,0,629,0,5613,5646,472,0,5591,0,0,456,2093,5255,2618
298,449,1617,400,0,521,0,2703,0,0,1196,0,767,0,0,2564,1522,1602,0,400,0,3869,3893,337,0,3544,0,0,328,1374,3635,1368
291,430,1652,491,0,489,0,2561,0,0,0,0,831,0,0,2226,1561,1646,0,480,0,3594,3614,0,0,2538,0,0,350,1289,3009,1723
406,613,2063,451,0,638,0,3529,0,0,0,0,1120,0,0,2676,2185,2343,0,700,0,5445,5464,0,0,4211,0,0,526,0,4120,2248
404,755,2269,625,0,607,0,3595,0,0,0,0,1285,0,0,2512,2628,2994,0,790,0,5977,6001,0,0,3936,0,0,487,0,3970,2208
390,745,4004,511,0,569,0,3111,2072,0,2716,2414,1092,425,0,5823,2129,2401,0,733,0,5203,5239,767,416,3663,0,0,412,3339,8365,2168
354,673,3817,584,0,672,0,3470,2410,0,3030,2900,1185,518,0,6881,2839,3024,0,689,0,5335,5358,940,541,3837,0,0,0,3958,10015,2569
268,473,2376,492,0,468,0,2554,1552,0,1807,1579,860,0,0,3980,1780,1872,0,714,0,4579,4599,485,0,2563,0,0,0,2226,5610,1804
270,426,2116,397,0,451,0,2571,0,0,1475,0,797,0,0,3070,2408,2498,0,922,0,4215,4221,405,0,1891,0,0,0,1783,4485,1473
374,495,2726,478,0,389,0,2158,1280,0,1492,1344,874,269,0,3421,1781,1903,0,582,0,4022,4033,433,329,2078,0,0,265,1924,4745,1329
365,676,3308,500,0,536,0,3269,0,0,1780,1785,1099,0,0,4013,2812,2960,0,504,0,5577,5588,514,328,3299,0,0,408,2571,5681,1843
336,656,2819,551,0,582,0,3282,0,0,1906,0,1109,0,0,4091,2295,2439,0,555,0,5161,5186,535,0,3486,0,0,371,2412,5743,2056
376,621,2483,493,0,643,0,3145,0,0,0,0,1109,0,0,3059,1990,2136,0,400,0,5102,5121,435,0,2592,0,0,381,1930,4375,1857
361,563,3831,461,0,522,0,2826,0,0,1922,0,1040,0,0,4016,1849,2097,0,664,0,4950,4971,452,365,2682,0,0,0,2439,5681,1848
0,0,3317,0,0,0,0,0,0,0,0,0,724,0,0,3211,1560,1680,0,2213,0,3796,3801,0,0,3421,0,0,0,0,4982,0
326,0,2897,611,0,0,0,2273,0,0,0,0,814,0,0,2708,1528,1617,0,1670,0,3678,3692,0,0,2421,0,0,0,0,4175,0
324,473,2797,489,0,0,0,2591,0,0,0,0,945,0,0,2962,1803,1881,0,1150,0,4262,4272,0,0,2874,0,0,0,0,4903,0
385,624,3457,0,0,0,0,3133,0,0,0,0,979,0,0,4363,1809,1918,0,922,0,4895,4916,581,0,3156,0,0,0,2623,6411,0
435,686,3140,0,0,0,0,3217,0,0,0,0,1172,0,0,3843,1846,1969,0,829,0,5199,5225,0,0,3964,0,0,0,0,5714,0
402,664,2709,490,0,499,0,3261,0,0,0,0,1344,0,0,3630,2227,2421,0,781,0,5563,5590,480,0,3218,0,0,0,0,5348,0
389,619,2791,454,0,464,0,3255,0,0,0,0,961,0,0,3792,2303,2503,0,617,0,5207,5225,487,0,4467,0,0,0,2263,5614,0
460,747,2706,522,0,532,0,3576,0,0,0,0,1145,0,0,3469,2533,2694,0,579,0,6380,6402,458,0,3266,0,0,0,2118,5131,2087
398,557,3014,435,0,391,0,2766,0,0,0,0,830,0,0,3146,1725,1863,0,604,0,4959,4975,463,0,2707,0,0,0,1814,4668,0
332,484,3232,439,0,380,0,2647,0,0,1565,0,814,0,0,3196,1827,2009,0,495,0,5060,5089,421,0,2296,0,0,0,1754,4528,0
441,716,4263,473,0,485,0,3119,0,0,2317,2260,1086,0,0,5270,2179,2350,0,701,0,5195,5208,712,388,3333,0,0,0,2850,6893,0
